n; height;;;;;;;;;
10;10;10;10;10;10;10;10;10;10;10
20;20;20;20;20;20;20;20;20;20;20
30;30;30;30;30;30;30;30;30;30;30
40;40;40;40;40;40;40;40;40;40;40
50;50;50;50;50;50;50;50;50;50;50
60;60;60;60;60;60;60;60;60;60;60
70;70;70;70;70;70;70;70;70;70;70
80;80;80;80;80;80;80;80;80;80;80
90;90;90;90;90;90;90;90;90;90;90
100;100;100;100;100;100;100;100;100;100;100
110;110;110;110;110;110;110;110;110;110;110
120;120;120;120;120;120;120;120;120;120;120
130;130;130;130;130;130;130;130;130;130;130
140;140;140;140;140;140;140;140;140;140;140
150;150;150;150;150;150;150;150;150;150;150
160;160;160;160;160;160;160;160;160;160;160
170;170;170;170;170;170;170;170;170;170;170
180;180;180;180;180;180;180;180;180;180;180
190;190;190;190;190;190;190;190;190;190;190
200;200;200;200;200;200;200;200;200;200;200
210;210;210;210;210;210;210;210;210;210;210
220;220;220;220;220;220;220;220;220;220;220
230;230;230;230;230;230;230;230;230;230;230
240;240;240;240;240;240;240;240;240;240;240
250;250;250;250;250;250;250;250;250;250;250
260;260;260;260;260;260;260;260;260;260;260
270;270;270;270;270;270;270;270;270;270;270
280;280;280;280;280;280;280;280;280;280;280
290;290;290;290;290;290;290;290;290;290;290
300;300;300;300;300;300;300;300;300;300;300
310;310;310;310;310;310;310;310;310;310;310
320;320;320;320;320;320;320;320;320;320;320
330;330;330;330;330;330;330;330;330;330;330
340;340;340;340;340;340;340;340;340;340;340
350;350;350;350;350;350;350;350;350;350;350
360;360;360;360;360;360;360;360;360;360;360
370;370;370;370;370;370;370;370;370;370;370
380;380;380;380;380;380;380;380;380;380;380
390;390;390;390;390;390;390;390;390;390;390
400;400;400;400;400;400;400;400;400;400;400
410;410;410;410;410;410;410;410;410;410;410
420;420;420;420;420;420;420;420;420;420;420
430;430;430;430;430;430;430;430;430;430;430
440;440;440;440;440;440;440;440;440;440;440
450;450;450;450;450;450;450;450;450;450;450
460;460;460;460;460;460;460;460;460;460;460
470;470;470;470;470;470;470;470;470;470;470
480;480;480;480;480;480;480;480;480;480;480
490;490;490;490;490;490;490;490;490;490;490
500;500;500;500;500;500;500;500;500;500;500
510;510;510;510;510;510;510;510;510;510;510
520;520;520;520;520;520;520;520;520;520;520
530;530;530;530;530;530;530;530;530;530;530
540;540;540;540;540;540;540;540;540;540;540
550;550;550;550;550;550;550;550;550;550;550
560;560;560;560;560;560;560;560;560;560;560
570;570;570;570;570;570;570;570;570;570;570
580;580;580;580;580;580;580;580;580;580;580
590;590;590;590;590;590;590;590;590;590;590
600;600;600;600;600;600;600;600;600;600;600
610;610;610;610;610;610;610;610;610;610;610
620;620;620;620;620;620;620;620;620;620;620
630;630;630;630;630;630;630;630;630;630;630
640;640;640;640;640;640;640;640;640;640;640
650;650;650;650;650;650;650;650;650;650;650
660;660;660;660;660;660;660;660;660;660;660
670;670;670;670;670;670;670;670;670;670;670
680;680;680;680;680;680;680;680;680;680;680
690;690;690;690;690;690;690;690;690;690;690
700;700;700;700;700;700;700;700;700;700;700
710;710;710;710;710;710;710;710;710;710;710
720;720;720;720;720;720;720;720;720;720;720
730;730;730;730;730;730;730;730;730;730;730
740;740;740;740;740;740;740;740;740;740;740
750;750;750;750;750;750;750;750;750;750;750
760;760;760;760;760;760;760;760;760;760;760
770;770;770;770;770;770;770;770;770;770;770
780;780;780;780;780;780;780;780;780;780;780
790;790;790;790;790;790;790;790;790;790;790
800;800;800;800;800;800;800;800;800;800;800
810;810;810;810;810;810;810;810;810;810;810
820;820;820;820;820;820;820;820;820;820;820
830;830;830;830;830;830;830;830;830;830;830
840;840;840;840;840;840;840;840;840;840;840
850;850;850;850;850;850;850;850;850;850;850
860;860;860;860;860;860;860;860;860;860;860
870;870;870;870;870;870;870;870;870;870;870
880;880;880;880;880;880;880;880;880;880;880
890;890;890;890;890;890;890;890;890;890;890
900;900;900;900;900;900;900;900;900;900;900
910;910;910;910;910;910;910;910;910;910;910
920;920;920;920;920;920;920;920;920;920;920
930;930;930;930;930;930;930;930;930;930;930
940;940;940;940;940;940;940;940;940;940;940
950;950;950;950;950;950;950;950;950;950;950
960;960;960;960;960;960;960;960;960;960;960
970;970;970;970;970;970;970;970;970;970;970
980;980;980;980;980;980;980;980;980;980;980
990;990;990;990;990;990;990;990;990;990;990
1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000
5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000
7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000
8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000
9000;9000;9000;9000;9000;9000;9000;9000;9000;9000;9000
10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
11000;11000;11000;11000;11000;11000;11000;11000;11000;11000;11000
12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000
13000;13000;13000;13000;13000;13000;13000;13000;13000;13000;13000
14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000
15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000
16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000
17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000
18000;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000
19000;19000;19000;19000;19000;19000;19000;19000;19000;19000;19000
20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000
21000;21000;21000;21000;21000;21000;21000;21000;21000;21000;21000
22000;22000;22000;22000;22000;22000;22000;22000;22000;22000;22000
23000;23000;23000;23000;23000;23000;23000;23000;23000;23000;23000
24000;24000;24000;24000;24000;24000;24000;24000;24000;24000;24000
25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000
26000;26000;26000;26000;26000;26000;26000;26000;26000;26000;26000
27000;27000;27000;27000;27000;27000;27000;27000;27000;27000;27000
28000;28000;28000;28000;28000;28000;28000;28000;28000;28000;28000
29000;29000;29000;29000;29000;29000;29000;29000;29000;29000;29000
30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000
31000;31000;31000;31000;31000;31000;31000;31000;31000;31000;31000
32000;32000;32000;32000;32000;32000;32000;32000;32000;32000;32000
33000;33000;33000;33000;33000;33000;33000;33000;33000;33000;33000
34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000
35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000
36000;36000;36000;36000;36000;36000;36000;36000;36000;36000;36000
37000;37000;37000;37000;37000;37000;37000;37000;37000;37000;37000
38000;38000;38000;38000;38000;38000;38000;38000;38000;38000;38000
39000;39000;39000;39000;39000;39000;39000;39000;39000;39000;39000
40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000
41000;41000;41000;41000;41000;41000;41000;41000;41000;41000;41000
42000;42000;42000;42000;42000;42000;42000;42000;42000;42000;42000
43000;43000;43000;43000;43000;43000;43000;43000;43000;43000;43000
44000;44000;44000;44000;44000;44000;44000;44000;44000;44000;44000
45000;45000;45000;45000;45000;45000;45000;45000;45000;45000;45000
46000;46000;46000;46000;46000;46000;46000;46000;46000;46000;46000
47000;47000;47000;47000;47000;47000;47000;47000;47000;47000;47000
48000;48000;48000;48000;48000;48000;48000;48000;48000;48000;48000
49000;49000;49000;49000;49000;49000;49000;49000;49000;49000;49000
50000;50000;50000;50000;50000;50000;50000;50000;50000;50000;50000
51000;51000;51000;51000;51000;51000;51000;51000;51000;51000;51000
52000;52000;52000;52000;52000;52000;52000;52000;52000;52000;52000
53000;53000;53000;53000;53000;53000;53000;53000;53000;53000;53000
54000;54000;54000;54000;54000;54000;54000;54000;54000;54000;54000
55000;55000;55000;55000;55000;55000;55000;55000;55000;55000;55000
56000;56000;56000;56000;56000;56000;56000;56000;56000;56000;56000
57000;57000;57000;57000;57000;57000;57000;57000;57000;57000;57000
58000;58000;58000;58000;58000;58000;58000;58000;58000;58000;58000
59000;59000;59000;59000;59000;59000;59000;59000;59000;59000;59000
60000;60000;60000;60000;60000;60000;60000;60000;60000;60000;60000
61000;61000;61000;61000;61000;61000;61000;61000;61000;61000;61000
62000;62000;62000;62000;62000;62000;62000;62000;62000;62000;62000
63000;63000;63000;63000;63000;63000;63000;63000;63000;63000;63000
64000;64000;64000;64000;64000;64000;64000;64000;64000;64000;64000
65000;65000;65000;65000;65000;65000;65000;65000;65000;65000;65000
66000;66000;66000;66000;66000;66000;66000;66000;66000;66000;66000
67000;67000;67000;67000;67000;67000;67000;67000;67000;67000;67000
68000;68000;68000;68000;68000;68000;68000;68000;68000;68000;68000
69000;69000;69000;69000;69000;69000;69000;69000;69000;69000;69000
70000;70000;70000;70000;70000;70000;70000;70000;70000;70000;70000
71000;71000;71000;71000;71000;71000;71000;71000;71000;71000;71000
72000;72000;72000;72000;72000;72000;72000;72000;72000;72000;72000
73000;73000;73000;73000;73000;73000;73000;73000;73000;73000;73000
74000;74000;74000;74000;74000;74000;74000;74000;74000;74000;74000
75000;75000;75000;75000;75000;75000;75000;75000;75000;75000;75000
76000;76000;76000;76000;76000;76000;76000;76000;76000;76000;76000
77000;77000;77000;77000;77000;77000;77000;77000;77000;77000;77000
78000;78000;78000;78000;78000;78000;78000;78000;78000;78000;78000
79000;79000;79000;79000;79000;79000;79000;79000;79000;79000;79000
